text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: How many steps does it take to search a node in a binary search tree?
A: log n",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: How do you delete a node from a binary search tree?
A: if the node is a leaf it can simply be deallocated/deleted from memory, and its parent's reference to it changed to NULL. If the node has a single child, the pointer to it should be made to point to its child before deleting the node. Should the node have two children, the easiest solution may be to copy the node's entire subtree to a new array or tree, delete the node and all descendants, then add the elements taken from the subtree back into the main tree.",1,Negative,Negative,Positive,unknown,Positive,Negative,unknown,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: A local variable can only be accessed within the scope of its declaration.",1,Positive,Negative,Positive,Positive,unknown,unknown,Negative,Positive
"Q: What does a function signature include?
A: The portion of a function prototype that includes the name of the function and the types of its arguments",1,unknown,Positive,unknown,unknown,Positive,Positive,Negative,unknown
"Q: What is a function signature?
A: function name and parameter are called function signature.",1,unknown,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: What is the main advantage of arrays over linked lists?
A: You have to keep up with the head of the list.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What are the two main functions defined by a queue?
A: enque ( Data ),  Deque ( )",1,unknown,Positive,Negative,unknown,Positive,Positive,Negative,Positive
"Q: Where are variables declared in a C++ program?
A: In the main function, usually at the top of code.  They can be declared almost anywhere, but must be declared before the code can use or act upon them.",1,unknown,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: What stages in the software life cycle are influenced by the testing stage?
A: Verification, coding, refining the solution and maintenance are all influenced by the testing stage.",1,unknown,Positive,unknown,unknown,unknown,unknown,Negative,Positive
"Q: Where are variables declared in a C++ program?
A: For good programing practice they should be declared before main(), but should at least be declared before they are used.",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: What is the height of a tree?
A: The number of nodes on the longest path from the root to a leaf.",1,Negative,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is a recursive function?
A: a function that calls itself over and over until it finds the simplest form of solution, or the base case.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the role of a header-file?
A: No",0,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive
"Q: What is typically included in a class definition?
A: Data members and Member functions",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a function signature?
A: The parameters needed, the return type, and name of the function.",1,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: Every member function can access and modify a data member. A local variable can only be used from the line of declaration to the next closing } before it is lost from memory.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What operations would you need to perform to find a given element on a stack?
A: to pop elements then push them back",1,unknown,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: What operations would you need to perform to find a given element on a stack?
A: StackPush() StackPop() StackIsEmpty()",0,Negative,Negative,unknown,Negative,Negative,Negative,Negative,Positive
"Q: Briefly, how does selection sort work?
A: Selection sort iterates through the array one element at a time, seeking the least value from the right and replacing the current value with it.",1,Negative,unknown,unknown,Negative,Positive,unknown,Negative,Positive
"Q: What are the similarities between iteration and recursion?
A: Both are repetative and both have a end test.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the difference between a function prototype and a function definition?
A: Function prototype is located in the .h file and only contains the access function name and paramater type.  Function definition contains the code for the function to perform its activity.",1,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown
"Q: Briefly describe the divide-and-conquer paradigm.
A: The divide-and-conquer technique is where it takes the sorting algorithm and breaks up the array into smaller elements of the array to tackle the problem and run the algorithm.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: How many comparisons does it take to find an element in a binary search tree?
A: Log(n)",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: How do you delete a node from a binary search tree?
A: if the node has no children, delete it right away, otherwise, put either the furthest right node on the left side or the furthest left node on the right side in that place and perform a the above on that node to guarantee that it's children get handled properly.",1,unknown,unknown,unknown,Negative,Positive,unknown,Negative,unknown
"Q: How many steps does it take to search a node in a binary search tree?
A: Depends on the location of the node you are looking for. If it is the root it is one step.  else If it is smaller than the current you are on node you go to the left.  If it is larger than the current node you are on go to the right.",0,unknown,Negative,Positive,Positive,Positive,unknown,unknown,unknown
"Q: What does the sizeof operator return?
A: The sizeof operator returns the size of the operand.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: How many comparisons does it take to find an element in a binary search tree?
A: at the minimum log(n)/log(2), at the maximum N searches, where N is the number of nodes.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the advantage of linked lists over arrays?
A: they are resizeable",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the elements typically included in a class definition?
A: Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: What is the difference between a constructor and a function?
A: constructors cannot return values",1,Positive,Negative,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the inorder traversal of a binary tree?
A: Traverses the binary tree in inorder.  It lets you visit the nodes in order according to their data values.",0,Negative,Negative,unknown,Negative,Positive,Negative,Negative,unknown
"Q: Briefly describe the divide-and-conquer paradigm.
A: For example we have an array on n elements, the divide and conquer splits up the array into equal halves and repeats this process until each element is by itself",1,unknown,Negative,unknown,unknown,Positive,Negative,unknown,Positive
"Q: What is the main difference between a while and a do...while statement?
A: do...while statements evaluate whether or not to loop after running the block contained within it at least once. So the main differance is that while statements have a possibility of never being used. Do ... while statements on the other hand are always run at least once before evaluating whether to run again.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,unknown
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public and private.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the two different ways of specifying the length of an array?
A: define it as array[5] or array[1,2,3,4,5]",1,Positive,Positive,unknown,unknown,Positive,unknown,Positive,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: The alternative method is to use loops in the program instead of a function which calls itself.",1,Positive,Positive,unknown,Positive,Positive,Positive,unknown,Positive
"Q: What is the main advantage of linked lists over arrays?
A: The size of array is restricted to declaration. Insertion/Deletion of values in middle of array is not possible.",1,Negative,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What are the two main functions defined by a stack?
A: push, which adds an element to the stack... and pop which takes an element off the stack",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the role of a prototype program in problem solving?
A: A prototype program simulates the behaviors of portions of the desired software product to allow for error checking.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a queue?
A: its a lot like a stack, except that the first item put into the list is the first item to be taken from the list.",1,Positive,unknown,unknown,Positive,Positive,unknown,Negative,Positive
"Q: How do you delete a node from a binary search tree?
A: delete node;",0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: Briefly describe the divide-and-conquer paradigm.
A: The divide-and-conquer paradigm divides the problem into two pieces and works on each piece separately, allowing for a faster approach to 2 separate smaller problems.",1,unknown,Negative,unknown,unknown,unknown,Negative,Negative,unknown
"Q: What is a function pointer?
A: a function pointer is a pointer to a function. It can be used in substitution for calling a function.",1,unknown,Negative,Positive,unknown,Positive,unknown,unknown,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: An alternative to solving a problem using recursive functions is to solve the problem using iteration.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: Briefly describe in one sentence how does merge sort work?
A: It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list, this is done by reversing the divide and conquer technique",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Negative
"Q: What is the inorder traversal of a binary tree?
A: Left Child -&gt; Parent -&gt; Right Child",1,Positive,Positive,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How many comparisons does it take to find an element in a binary search tree?
A: O(log n)",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How can an array be addressed in pointer/offset notation?
A: *(array + element)",1,unknown,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is a leaf?
A: And end point of the tree... a node that does not have any children.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,unknown
"Q: What are the main operations associated with a stack?
A: push and pop",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a pointer?
A: It is like a variable however instead of holding data, it holds a location in memory.",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: How can you implement a queue with a list?
A: make a linked list and add on to the front and delete from the back, keep track of both to do so.",1,Negative,unknown,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is a pointer?
A: A pointer is an alias to an object in memory.",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What are the similarities between iteration and recursion?
A: both based on control statement, involve repetition, and involve a termination test within loops",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How can an array be addressed in pointer/offset notation?
A: Element b[ n ] can be accessed by  *( bPtr + n ) is an example of how an array can be addressed as pointer/offset notation.",1,unknown,Negative,Positive,unknown,Positive,unknown,Positive,Positive
"Q: What is a binary search tree?
A: A binary tree where the value in any node n is greater than the value in every node n's left subtree, but less than every value in n's right subtree.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How are infix expressions evaluated by computers?
A: by being passed to the function by a leading term",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Takes an element of an array and compares it with the next element, depending on the values of the two elements they will switch and then the program will compare the new switched element with the next one in the array.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: What is a leaf?
A: a node with no children.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: How does the compiler handle inline functions?
A: It expands a small function out... making your code longer, but also makes it run faster.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the inorder traversal of a binary tree?
A: it goes from lowest to highest inside of the tree",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What is a leaf?
A: The elements at the very bottom of an inverted tree (that is, those that have no elements below them) are called leaves.",1,Positive,Positive,unknown,unknown,Positive,Positive,Negative,unknown
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: declaring a string, it includes white spaces but declaring a array of character does not include white spaces",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What does a function signature include?
A: the name of the function and its parameters",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What does the star (*) operator return?
A: Returns an alias/nickname for the object to which the pointer operand points.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: When does C++ create a default constructor?
A: during compilation",1,Negative,Negative,unknown,unknown,unknown,Negative,Negative,Positive
"Q: What is typically included in a class definition?
A: A class is an expanded concept of a data structure, it holds both the data and the functions being executed",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: How do you delete a node from a binary search tree?
A: You search the tree for the node using recursion. When you find the node, you determine whether it is a leaf or a internal node. If it is a leaf, you just delete it and set the parent pointer to that node to NULL. If it is a  node, you replace the node with either of the children nodes.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: Briefly describe in one sentence how does merge sort work?
A: Merge sort uses the ""divide and conquer"" idea where it divides the array in half multiple times and then joins each element of the array back into one sorted array. This is one of the best sorting algorithms besides Quicksort.",1,unknown,unknown,unknown,Negative,unknown,Negative,Negative,Negative
"Q: What does a function signature include?
A: the function's name and parameters",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Double linked lists require more space per node, and their elementary operation are more expensive",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What are the main advantages associated with object-oriented programming?
A: Using different modules allows for easier debugging",0,Negative,Negative,Negative,unknown,Negative,Negative,Negative,Positive
"Q: When does C++ create a default constructor?
A: When it the programs compiles",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Need more memory to store ""previous"" pointers.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the scope of global variables?
A: Global variables have a file scope",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is a binary tree?
A: a binary tree is a tree data structure in which each node has at most two children.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How do you delete a node from a binary search tree?
A: if root, set root to NULL else if deleting right leaf, set rightPtr of parent node to NULL else if deleting left leaf, set leftPtr of parent node to NULL else if deleting a left or right subtree child node, set the max leaf child in the left subtree as the new child node.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: the type char[] has a  null ('\n' ) element at the very end.",1,Negative,unknown,Negative,Negative,Positive,Negative,Negative,Positive
"Q: How does the compiler handle inline functions?
A: Inline functions are copied in place, instead of being referenced.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What does the star (*) operator return?
A: will return zero or many characters placed before the operator",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: What is a variable?
A: It's a sybol or name for a value/number. Example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",1,unknown,unknown,unknown,unknown,Positive,unknown,Positive,Positive
"Q: When does C++ create a default constructor?
A: whenevery you dont specifiy your own",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the main difference between a while and a do...while statement?
A: NO ANSWER",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the height of a tree?
A: the number of generations or levels the tree has",1,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: nodes take up more memory",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What does a function signature include?
A: The signature can include a result type and thrown errors.",0,Negative,Negative,Positive,Positive,Positive,Negative,Negative,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: The size of the first dimension can be omitted, same as a regular array. However, for every dimension outside the first, the size of those dimensions must be specified when passed, for example, a multi-dimensional array of [2][4][6] with the name MultiArray would be passed as: ""MultiArray[][4][6], 2""",1,unknown,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"Q: How can you implement a queue with an array?
A: an array is a type of queue with a fixed length",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: How are infix expressions evaluated by computers?
A: infix expressions are converted to postfix, (i.e. 3+2 is changed to 32+)",1,unknown,Negative,Positive,unknown,Positive,Negative,Positive,Positive
"Q: How does the compiler handle inline functions?
A: it treats them as the same function",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What is a stack?
A: A stack is similar to an array, but does not allow for random access. Stacks only allow a user to retrieve the last item put into the stack. Last in, fist out.",1,Positive,unknown,Positive,unknown,Positive,Positive,Negative,Positive
"Q: What is the Euler tour traversal of a tree?
A: Travel from the root to the farthest left child Backup, travel the leftmost children in the right side repeat until reaching the rightmost child.",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What are the elements typically included in a class definition?
A: access specifiers and functions, oftentimes a constructor.",0,Negative,Negative,unknown,Positive,Positive,Negative,Negative,Positive
"Q: What is the Euler tour traversal of a tree?
A: The Euler tour traversal of a tree begins at the root and visits each node in the tree from the left, then bottom, then right sides.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: Public and private specifiers.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main advantage of arrays over linked lists?
A: You don't have to iterate through the entire list to access elements.",1,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: When does C++ create a default constructor?
A: The Compiler creates this automatically for you, unless you specifically create one.",1,Positive,Positive,unknown,Positive,Positive,unknown,Negative,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: A data member is part of a C++ class or structure that stores data of a certain type... A local variable inside a member function is only available inside that function, and can be used to derive a desired outcome.",1,unknown,unknown,Positive,unknown,unknown,unknown,Negative,unknown
"Q: How many comparisons does it take to find an element in a binary search tree?
A: This is on the runtime order of log(n) where n is the number of nodes in the binary tree.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is the main difference between a while and a do...while statement?
A: While loop evaluates its expression at the top of its loop and decides if it needs to execute, and the do-while always executes at least once and then evaluates its expression at the bottom of its loop.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the difference between an array that is declared as static and one that is not?
A: An array that is declared static causes anything that is not initialized to be set to 0.",0,unknown,Negative,Positive,Positive,Positive,unknown,Negative,Positive
"Q: Briefly, how does selection sort work?
A: Selection sort works by finding the smallest element and then compares it with the largest and sorts the elements.",0,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the scope of global variables?
A: throughout the execution of the program",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Another alternative way to solve a problem instead of using recursive functions is by using iteration.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,unknown
"Q: How can you implement a queue with an array?
A: create a fixed array size, with with 2 integers to point to the beginning and the end of the que, and special cases to know when the que is empty or full.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,unknown
"Q: What is a pointer?
A: A pointer is a variable that contains a memory address of anther variable",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What operations would you need to perform to find a given element on a stack?
A: createStack, push, isEmpty, pop, and a boolean return value.",0,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive
"Q: How can an array be addressed in pointer/offset notation?
A: The pointer to the array will initially point to the first element of that array.  When the pointer is incremented, it will point to the next element, and so on.",1,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is the difference between an array that is declared as static and one that is not?
A: a non static array must reinitialize itself every function call, while a static array will only initialize itself once, unless otherwise forced.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How many constructors can be created for a class?
A: There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a variable?
A: it is a location in memory where value can be stored",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Find the smallest and put it in the current position till you get to the end.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the Euler tour traversal of a tree?
A: The Euler tour traverses through the tree in a rubber-band style shape.",0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is a variable?
A: A variable is a value that is subject to change in a computer's memory that can be used by programs.  Programs can change the value of the variable and recall it later or act on it directly.",1,Negative,Negative,Negative,Negative,Positive,Negative,unknown,Positive
"Q: How are objects initialized when they are created?
A: The value is specified after declaration,  It can initialized anywhere between the declaration and the corresponding }.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: How are infix expressions evaluated by computers?
A: infix expressions are converted to postfix expressions before they can be evaluated by a computer.  Operands stay in the same order.  Operators always follow the operands.",1,Positive,unknown,Positive,Positive,Positive,unknown,unknown,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: all but the first",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: an array of characters stores a null character at the end",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is a queue?
A: A queue is a linear, first-in first-out data structure. Data must be accessed in the same order it was put into the queue, so only the oldest item in the queue is accessible at any time. Main functions defined are enqueue and dequeue.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What are the similarities between iteration and recursion?
A: they both are able to do repetiive tasks. however recurisve calls itself with different parameters and defines and exit clause that is guaranteeed to be reached. Iterative includes a loop which iterates a pre-determined number of times, or checks for an exit clause every time through",1,unknown,Negative,unknown,unknown,Negative,unknown,Negative,Negative
"Q: What are the two different ways of specifying the length of an array?
A: Pass the length along with the array or use a vector.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is a function signature?
A: A function signature is the return type and accepted pass value type it takes",1,Negative,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: How can you implement a stack with an array?
A: By implementing an array of a pre-defined size with the bottom stack element stored at element 0 and the last element stored in the array is the top. You increment top when an element is pushed and you decrement it when an item is popped.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: increased memory requirements, slightly more complicated when modifying elements in the list",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What does the sizeof operator return?
A: the sizeof operator returns the size in bytes of an array parameter",1,Negative,Negative,unknown,Negative,unknown,Negative,Negative,Positive
"Q: What is the main difference between a while and a do...while statement?
A: A do...while statement's body always executes at least once.  Where as a while statement will not execute at all unless the condition for the while is true.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main advantage of arrays over linked lists?
A: Array items are accessed directly with equal access time",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: How does the compiler handle inline functions?
A: the function call will be replaced by the code that was defined in the inline function",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a binary tree?
A: a tree with only 2 joints, left and right",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What are the main operations associated with a stack?
A: Push and Pop. Push adds an element to the stack, while Pop removes the top element from a stack.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is a binary tree?
A: A set of zero or more nodes, partitioned into a root node and two possibly empty sets that are binary trees. Thus, each node in a binary tree has at most two children, the left child and the right child.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What are the two main functions defined by a queue?
A: enqueue and dequeue",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What does the address (&) operator return?
A: & returns the memory address of its operand.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the base case for a recursive implementation of merge sort?
A: where you only must merge sort once",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What are the different ways to pass a pointer to a function?
A: pass by value and pass by reference with reference or pointer arguments.",0,Negative,Negative,unknown,Negative,unknown,Negative,Negative,Positive
"Q: How can you implement a stack with an array?
A: define an array and keep track of a pointer to the last element as items are added",1,Positive,unknown,Positive,unknown,Positive,Positive,Negative,Positive
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Selection sort finds the minimum value in the list, swaps it with the first value in the list, and repeats throughout the list.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is the difference between a constructor and a function?
A: A constructor sets up the default values of variables when an object is instantiated, whereas a function allows interaction with that object.",1,Negative,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What is the scope of global variables?
A: They can be referenced by any function following their declaration or definition inside the source file.",1,Positive,unknown,unknown,Positive,Positive,Positive,unknown,unknown
"Q: What is the scope of global variables?
A: The entire program or file.",1,unknown,unknown,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is a pointer?
A: a variable that contains the address of another variable",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between a function prototype and a function definition?
A: A prototype only declares name, return type, and input type. A definition also defines the scope, variables, process, and return function",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: Gives faster times for some operations such as insertion and deletion",1,unknown,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: How many steps does it take to search a node in a binary search tree?
A: log(n) steps",1,unknown,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: Static arrays are created and initialized only once, and the values aren't destroyed  when the function terminates in the program. Automatic arrays reset everytime the function is called.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: Where are variables declared in a C++ program?
A: Inside the method.",0,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: How does the compiler handle inline functions?
A: tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the main difference between a while and a do...while statement?
A: A do-while passes atleast 1 time before checking the condition, however, a while would fail to enter the loop if the condition fails in its first place.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: A string of characters is a specific variable type that has no extra data at the end. A string of type char[] is all the characters and a null ('\0')",1,Positive,Positive,Positive,unknown,Positive,Positive,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: The data can be modified directly instead of making a copy of the data. Improves execution time with large amounts of data.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What are the similarities between iteration and recursion?
A: they are methods of repeating the same task.",0,Positive,Negative,Positive,Positive,Positive,Negative,Negative,Positive
"Q: What is the difference between a data member and a local variable inside a member function?
A: local variables are accessed inside member functions only while data members   can be accessed throughout the class",1,Negative,unknown,Positive,Negative,Positive,unknown,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: String of characters are followed by a null statement.  type string is for example   string s;",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: What is a queue?
A: A queue is an abstract data type that is based off of the priniple of first in first out. FIFO. The first item inserted into the list will the first item taken out.",1,Positive,unknown,unknown,Positive,Positive,unknown,unknown,Positive
"Q: How can you implement a queue with an array?
A: By implementing an array and only adding items to the end of the array and only removing items from the beginning of the array.",0,Negative,Negative,unknown,unknown,unknown,Negative,Negative,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: static arrays are available throughout the program",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is a leaf?
A: a leaf is a node with no children",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: a string is a variable with a single entinty of letters combined into one while in a char[] each letter is assigned a memory value and each has its own variable assigned i.e. char[0] char[1].",0,Negative,Negative,unknown,Negative,unknown,Negative,Negative,unknown
"Q: What is the advantage of linked lists over arrays?
A: Linked lists are very dynamic in that they can change and be added/subtracted to very easily because they are not linear in memory.   Arrays are pre-specified in size to be cast over a certain amount of disk space.  This makes insertion into Arrays difficult because all elements must be shifted, and if you reach the end of the array, you are done even if you have more data to input.  Linked Lists do not run into these problems.",1,unknown,Positive,unknown,unknown,Positive,Positive,Positive,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: It depends what parameters you are passing in a multidimensional.  A multideminsional can have more than two dimensions.",1,Negative,Negative,unknown,Negative,Negative,Negative,Negative,unknown
